drug_name,side_effects,medical_condition,rating
lefamulin,"hives  difficult breathing swelling of your face, lips, tongue, or throat lefamulin may cause serious side effects call your doctor at once if you have severe stomach pain, diarrhea that is watery or bloody even if it occurs months after your last dose or low potassium levelleg cramps, constipation , irregular heartbeats, fluttering in your chest, increased thirst or urination, numbness or tingling, muscle weakness or limp feeling common side effects of lefamulin may include nausea , vomiting , diarrhea sleep problems  insomnia  low potassium headache  abnormal liver function tests  or pain, bruising, swelling, or irritation where the medicine was injected",Pneumonia,10.0
leflunomide,"hives  difficulty breathing swelling of your face, lips, tongue, or throat leflunomide may cause serious side effects call your doctor at once if you have signs of infectionsudden weakness or ill feeling, fever, chills, sore throat , mouth sores, red or swollen gums, trouble swallowing sudden chest pain or discomfort, wheezing, dry cough, feeling short of breath easy bruising, unusual bleeding nose, mouth, vagina, or rectum, purple or red pinpoint spots under your skin numbness , tingling, or burning pain in your hands or feet liver problems nausea , upper stomach pain, itching, tiredness, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes or severe skin reactionfever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain, followed by a red or purple skin rash that spreads especially in the face or upper body and causes blistering and peeling common side effects of leflunomide may include nausea, diarrhea, stomach pain headache  abnormal liver function tests  thinning hair back pain  weakness rash or high blood pressure ",Rheumatoid Arthritis,5.2
lemborexant,"hives  difficult breathing swelling of your face, lips, tongue, or throat some people using lemborexant have engaged in activity while not fully awake and later had no memory of it this may include walking, driving, eating, having sex, or making phone calls if this happens to you, call your doctor right away lemborexant may cause serious side effects call your doctor at once if you have trouble moving or talking when you first wake up a weak feeling in your legs unusual thoughts or behavior anxiety , agitation , depression memory problems confusion, hallucinations or worsening depression or thoughts about hurting yourself older adults have a higher risk of falls due to drowsiness caused by lemborexant common side effects of lemborexant may include drowsiness during the day after taking lemborexant",Insomnia,4.2
levalbuterol,"hives  difficult breathing swelling of your face, lips, tongue, or throat levalbuterol inhalation may cause serious side effects call your doctor at once if you have wheezing, choking, or other breathing problems after using levalbuterol inhalation pounding heartbeats or fluttering in your chest worsening asthma symptoms or low potassium leg cramps, constipation , irregular heartbeats, fluttering in your chest, extreme thirst, increased urination, numbness or tingling, muscle weakness or limp feeling common side effects of levalbuterol inhalation may include dizziness , nervousness , tremors runny nose , sore throat  chest pain or tightness, irregular heartbeats pain or vomiting ",Asthma,7.3
levetiracetam,"mood or behavior changes, depression, anxiety , panic attacks , trouble sleeping, or if you feel agitated, hostile, irritable, hyperactive mentally or physically, or have thoughts about suicide or hurting yourself levetiracetam may cause serious side effects call your doctor at once if you have unusual changes in mood or behavior unusual risktaking behavior, being irritable or talkative confusion, hallucinations, extreme drowsiness, feeling very weak or tired loss of balance or coordination, problems with walking or movement a skin rash, no matter how mild easy bruising, unusual bleeding or fever, chills, weakness, or other signs of infection common side effects of levetiracetam may include dizziness, drowsiness, tiredness, weakness feeling aggressive or irritable loss of appetite stuffy nose or infection",Bipolar Disorder,6.7
levocetirizine,"hives difficulty breathing swelling of your face, lips, tongue, or throat levocetirizine may cause serious side effects stop using levocetirizine and call your doctor at once if you have worsening allergy or urticaria symptoms painful or difficult urination little or no urination a lightheaded feeling, like you might pass out fever or signs of an ear infectionear pain or full feeling, trouble hearing, drainage from the ear, fussiness in a child common side effects of levocetirizine may include drowsiness, tiredness sinus pain ear infection cough fever nosebleed vomiting , diarrhea , constipation  dry mouth or weight gain",Allergies,4.7
levofloxacin,"low blood sugarheadache, hunger, sweating, irritability, dizziness , nausea , fast heart rate , or feeling anxious or shaky nerve symptoms in your hands, arms, legs, or feetnumbness, weakness, tingling, burning pain serious mood or behavior changes nervousness , confusion, agitation, paranoia, hallucinations, memory problems, trouble concentrating, thoughts of suicide or signs of tendon rupturesudden pain, swelling, bruising, tenderness, stiffness, movement problems, or a snapping or popping sound in any of your joints rest the joint until you receive medical care or instructions in rare cases, levofloxacin may cause damage to your aorta, the main blood artery of the body this could lead to dangerous bleeding or death get emergency medical help if you have severe and constant pain in your chest, stomach, or back stop taking levofloxacin and call your doctor at once if you have  severe stomach pain, diarrhea that is watery or bloody fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness like you might pass out the first sign of any skin rash, no matter how mild muscle weakness, breathing problems seizure convulsions increased pressure inside the skullsevere headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes or liver problemsupper stomach pain, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes common side effects of levofloxacin may include nausea, constipation , diarrhea headache, dizziness or trouble sleeping",Bronchitis,5.4
levomilnacipran,"skin rash or hives  difficult breathing swelling of your face, lips, tongue, or throat tell your doctor right away if you have new or sudden changes in mood or behavior, including new or worse depression or anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, more active or talkative, or have thoughts about suicide or hurting yourself levomilnacipran may cause serious side effects call your doctor at once if you have blurred vision, tunnel vision, eye pain or swelling, eye redness  painful or difficult urination easy bruising, unusual bleeding, purple or red spots under your skin pounding heartbeats or fluttering in your chest seizure convulsions manic episodesracing thoughts, increased energy, decreased need for sleep, risktaking behavior, being agitated or talkative or low sodium level headache , confusion, slurred speech, severe weakness, vomiting , loss of coordination, feeling unsteady serious side effects may be more likely in older adults seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation, hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting, or diarrhea  common side effects of levomilnacipran may include nausea, vomiting, constipation  irregular heartbeats sweating or decreased sex drive, impotence , or difficulty having an orgasm",Depression,4.9
levorphanol,"hives  difficult breathing swelling of your face, lips, tongue, or throat opioid medicine can slow or stop your breathing, and death may occur a person caring for you should give naloxone andor seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up levorphanol may cause serious side effects call your doctor at once if you have noisy breathing, sighing, shallow breathing, breathing that stops a slow heart rate or weak pulse a lightheaded feeling, like you might pass out mood changes, unusual thoughts or behavior severe stomach pain, severe constipation  high levels of serotonin in the body agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting , diarrhea  or low cortisol levels nausea, vomiting, loss of appetite, dizziness, worsening tiredness or weakness serious breathing problems may be more likely in older adults and those who are debilitated or have wasting syndrome or chronic breathing disorders common side effects of levorphanol may include nausea, vomiting, stomach pain constipation dizziness, drowsiness tiredness or headache ",Pain,7.5
levothyroxine,"hives  difficult breathing swelling of your face, lips, tongue, or throat levothyroxine may cause serious side effects call your doctor at once if you have fast or irregular heartbeats chest pain, pain spreading to your jaw or shoulder shortness of breath fever, hot flashes , sweating tremors, or if you feel unusually cold weakness, tiredness, sleep problems  insomnia  memory problems, feeling depressed or irritable headache, leg cramps, muscle aches feeling nervous or irritable dryness of your skin or hair, hair loss  irregular menstrual periods or vomiting , diarrhea , appetite changes, weight changes certain side effects may be more likely in older adults common side effects of levothyroxine may include chest pain, irregular heartbeats shortness of breath headache, leg cramps, muscle pain or weakness tremors, feeling nervous or irritable, trouble sleeping increased appetite feeling hot weight loss  changes in your menstrual periods diarrhea or skin rash , partial hair loss",Hypothyroidism,5.1
linagliptin,"severe pain in your upper stomach spreading to your back, with or without vomiting linagliptin may cause serious side effects call your doctor at once if you have severe or ongoing pain in your joints a severe autoimmune reactionitching, blisters, breakdown of the outer layer of skin or symptoms of heart failureshortness of breath even while lying down, swelling in your legs or feet, rapid weight gain common side effects of linagliptin may include runny or stuffy nose, sore throat cough or diarrhea ",Diabetes (Type 2),3.6
linagliptin / metformin,"severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats mild symptoms of lactic acidosis may worsen over time , and this condition can be fatal get emergency medical help if you have unusual muscle pain, trouble breathing, stomach pain, vomiting, fastslow or irregular heartbeats, dizziness, feeling cold, or feeling very weak or tired linagliptin and metformin may cause serious side effects call your doctor at once if you have a severe autoimmune reactionitching, blisters, breakdown of the outer layer of skin severe or ongoing pain in your joints or symptoms of heart failure shortness of breath even while lying down, swelling in your legs or feet, rapid weight gain common side effects of linagliptin and metformin may include sore throat sinus pain, stuffy nose or diarrhea ",Diabetes (Type 2),6.4
linezolid,"vision problems, changes in color vision severe stomach pain, diarrhea that is watery or bloody a seizure sweating, feeling anxious or shaky may be signs of low blood sugar  lactic acidosis unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness , feeling cold, or feeling very weak or tired or low blood cell countsfever, chills, tiredness, weakness, confusion, mouth sores, skin sores, easy bruising, unusual bleeding, pale skin, cold hands and feet, feeling lightheaded or short of breath seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting, or diarrhea common side effects of linezolid may include nausea, vomiting, diarrhea rash anemia low red blood cells or headache , dizziness",Pneumonia,10.0
liothyronine,"hives  difficult breathing swelling of your face, lips, tongue, or throat stop using liothyronine and call your doctor if you have symptoms of thyroid toxicity , such as chest pain, fast or pounding heartbeats, feeling hot or nervous, or sweating more than usual also call your doctor at once if you have weak or shallow breathing confusion a feeling of being cold all the time changes in weight or appetite chest pressure spreading to your jaw or shoulder a lightheaded feeling, like you might pass out severe headaches, ringing in your ears, dizziness , vision problems, pain behind your eyes a seizure or in a child or teenager pain, stiffness, and trouble moving the legs common side effects of liothyronine may include trouble breathing headache tremors, feeling nervous or irritable muscle weakness increased appetite diarrhea irregular menstrual periods weight loss  feeling hot rash or sleep problems  insomnia ",Hypothyroidism,6.3
liraglutide,"hives  fast heartbeats dizziness  trouble breathing or swallowing swelling of your face, lips, tongue, or throat liraglutide may cause serious side effects call your doctor at once if you have racing or pounding heartbeats sudden changes in mood or behavior, suicidal thoughts dehydration symptomsfeeling very thirsty or hot, being unable to urinate, heavy sweating, or hot and dry skin  low blood sugar headache , hunger, sweating, irritability, dizziness, fast heart rate , and feeling anxious or shaky gallbladder or pancreas problemssudden and severe pain in your upper stomach that may spread to your back, nausea , vomiting, fever, jaundice yellowing of your skin or eyes or signs of a thyroid tumorswelling or a lump in your neck, trouble swallowing, a hoarse voice, feeling short of breath common side effects of liraglutide may include low blood sugar nausea, vomiting, stomach discomfort, loss of appetite diarrhea, constipation  rash headache, dizziness or feeling tired",Diabetes (Type 2),7.6
lisdexamfetamine,"hives  difficult breathing swelling of your face, lips, tongue, or throat lisdexamfetamine may cause serious side effects call your doctor at once if you have signs of heart problemschest pain, trouble breathing, pounding heartbeats or fluttering in your chest, feeling like you might pass out signs of psychosishallucinations seeing or hearing things that are not real, new behavior problems, aggression, hostility, paranoia or signs of circulation problemsnumbness, pain, cold feeling, unexplained wounds, or skin color changes pale, red, or blue appearance in your fingers or toes seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea , vomiting , or diarrhea  lisdexamfetamine can affect growth in children tell your doctor if your child is not growing at a normal rate while using lisdexamfetamine common side effects of lisdexamfetamine may include dry mouth, loss of appetite, weight loss sleep problems  insomnia  fast heart rate, feeling jittery dizziness , feeling anxious or irritable or nausea, vomiting, stomach pain, diarrhea, constipation ",ADHD,7.3
lisinopril,"hives severe stomach pain, difficult breathing swelling of your face, lips, tongue, or throat you may be more likely to have an allergic reaction if you are africanamerican lisinopril may cause serious side effects call your doctor at once if you have a lightheaded feeling, like you might pass out fever, sore throat high potassium  nausea, weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement kidney problems  little or no urination, swelling in your feet or ankles, feeling tired or short of breath or liver problems  nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes common side effects of lisinopril may include headache dizziness cough or chest pain",Hypertension,4.9
lithium,"hives  difficulty breathing swelling of your face, lips, tongue, or throat too much lithium in your body can cause death lithium toxicity can occur if you take only slightly more than a recommended dose stop using this medicine and call your doctor right away if you have symptoms of lithium toxicity muscle weakness, twitching, drowsiness, feeling lightheaded, mood changes, blurred vision, ringing in your ears, irregular heartbeats, confusion, slurred speech, clumsiness, trouble breathing, or seizures call your doctor at once if you have a lightheaded feeling, like you might pass out shortness of breath fever, increased thirst or urination weakness, dizziness or spinning sensation memory problems, hallucinations problems with balance or muscle movement loss of bowel or bladder control a seizure blackout or convulsions low sodium level  headache, confusion, slurred speech, severe weakness, vomiting, loss of coordination, feeling unsteady thyroid problems  weight gain or loss, muscle pain, tremors, feeling hot or cold, changes in your skin or hair, sweating, feeling weak or tired, fast or pounding heartbeats, increased bowel movements, feeling anxious or agitated dehydration symptoms  feeling very thirsty or hot, being unable to urinate, heavy sweating, or hot and dry skin  or increased pressure inside the skull severe headaches, ringing in your ears, dizziness, nausea , vision problems, pain behind your eyes seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea common lithium side effects may include dizziness, drowsiness tremors in your hands trouble walking dry mouth, increased thirst or urination nausea, vomiting, loss of appetite rash or blurred vision",Bipolar Disorder,7.3
loperamide,"diarrhea that is watery or bloody stomach pain or bloating ongoing or worsening diarrhea or fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness like you might pass out common side effects of loperamide may include constipation  dizziness, drowsiness nausea  or stomach cramps",Diarrhea,8.1
lopinavir / ritonavir,"fast or pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness like you might pass out signs of a kidney stonepain in your side or lower back, blood in your urine, painful or difficult urination high blood sugarincreased thirst, increased urination, fruity breath odor, weight loss  or signs of liver or pancreas problemsloss of appetite, upper stomach pain that may spread to your back, nausea or vomiting, itching, dark urine, claycolored stools, jaundice yellowing of the skin or eyes lopinavir and ritonavir affects your immune system, which may cause certain side effects even weeks or months after youve taken this medicine tell your doctor if you have signs of a new infectionfever, night sweats , swollen glands, cold sores , cough, wheezing, diarrhea , weight loss trouble speaking or swallowing, problems with balance or eye movement, weakness or prickly feeling or swelling in your neck or throat enlarged thyroid, menstrual changes, impotence  lopinavir and ritonavir liquid contains alcohol and propylene glycol, which may cause drowsiness or slow breathing in a baby taking this medicine tell your doctor if you notice these symptoms in your baby lopinavir and ritonavir can cause changes in the shape or location of body fat especially in your arms, legs, face, neck, breasts, and waist common side effects of lopinavir and ritonavir may include nausea, vomiting, diarrhea or high cholesterol or triglycerides",AIDS/HIV,7.0
loratadine,"hives difficult breathing swelling of your face, lips, tongue, or throat stop using this medicine and call your doctor at once if you have fast or uneven heart rate severe headache or a lightheaded feeling, like you might pass out common loratadine side effects may include headache feeling tired or drowsy stomach pain, vomiting dry mouth or feeling nervous or hyperactive",Allergies,4.8
loratadine / pseudoephedrine,"hives  difficult breathing swelling of your face, lips, tongue, or throat this medicine may cause serious side effects stop using this medicine and call your doctor at once if you have pounding heartbeats or fluttering in your chest or severe dizziness , nervousness , or restless feeling common side effects of loratadine and pseudoephedrine may include dry mouth, nose, or throat mild dizziness or sleep problems  insomnia ",Hayfever,3.6
lorazepam,"hives  difficulty breathing swelling of your face, lips, tongue, or throat lorazepam can slow or stop your breathing, especially if you have recently used an opioid medication or alcohol a person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up call your doctor at once if you have severe drowsiness unusual changes in mood or behavior, being agitated or talkative sudden restless feeling or excitement thoughts of suicide or hurting yourself confusion, aggression, hallucinations sleep problems vision changes or dark urine, or jaundice yellowing of the skin or eyes drowsiness or dizziness may last longer in older adults use caution to avoid falling or accidental injury common lorazepam side effects may include dizziness, drowsiness weakness or feeling unsteady after you stop using lorazepam, get medical help right away if you have symptoms such as unusual muscle movements, being more active or talkative, sudden and severe changes in mood or behavior, confusion, hallucinations, seizures, suicidal thoughts or actions some withdrawal symptoms may last up to 12 months or longer after stopping this medicine suddenly tell your doctor if you have ongoing anxiety, depression, problems with memory or thinking, trouble sleeping, ringing in your ears, a burning or prickly feeling, or a crawling sensation under your skin",Anxiety,8.0
losartan,"hives difficult breathing swelling of your face, lips, tongue, or throat in extremely rare cases, losartan can cause a condition that results in the breakdown of skeletal muscle tissue, leading to potential kidney failure call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, and dark colored urine call your doctor at once if you have a feeling that you might pass out pain or burning when you urinate pale skin, feeling lightheaded or short of breath, rapid heart rate, trouble concentrating wheezing, chest pain drowsiness, confusion, mood changes, increased thirst, loss of appetite, nausea and vomiting swelling, weight gain, feeling short of breath, urinating less than usual or not at all or high potassium slow heart rate, weak pulse, muscle weakness, tingly feeling common losartan side effects may include cold or flu symptoms such as stuffy nose, sneezing, sore throat, fever dry cough muscle cramps pain in your legs or back stomach pain, diarrhea headache, dizziness tired feeling or sleep problems insomnia",Hypertension,4.5
lovastatin,"hives  difficult breathing swelling of your face, lips, tongue, or throat lovastatin can cause the breakdown of muscle tissue, which can lead to kidney failure call your doctor right away if you have unexplained muscle pain, tenderness, or weakness especially if you also have fever, unusual tiredness, or dark colored urine also call your doctor at once if you have muscle weakness in your hips, shoulders, neck, and back trouble lifting your arms, trouble climbing or standing kidney problemslittle or no urination, swelling in your feet or ankles, feeling tired or short of breath or liver problemsloss of appetite, stomach pain upper right side, tiredness, dark urine, jaundice yellowing of the skin or eyes common side effects of lovastatin may include infections headache  or accidental injury",Cholesterol,6.4
loxapine,"hives  difficult breathing swelling of your face, lips, tongue, or throat high doses or longterm use of loxapine can cause a serious movement disorder that may not be reversible the longer you use loxapine, the more likely you are to develop this disorder, especially if you are a woman or an older adult loxapine may cause serious side effects call your doctor at once if you have uncontrolled muscle movements in your arms or legs, or your face chewing, lip smacking, frowning, tongue movement, blinking or eye movement fast heart rate  a lightheaded feeling, like you might pass out confusion, slurred speech agitation , trouble sleeping seizure convulsions little or no urinating severe constipation  low white blood cell countsfever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing, feeling lightheaded or severe nervous system reactionvery stiff rigid muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out common side effects of loxapine may include dizziness, problems with balance or walking swelling in your face itching or rash tremors, muscle twitching or stiffness numbness , weakness blurred vision feeling restless or agitated nausea , vomiting , constipation dry mouth, stuffy nose or insomnia ",Schizophrenia,6.0
lumateperone,"hives  difficult breathing swelling of your face, lips, tongue, or throat people with depression or mental illness may have thoughts about suicide some young people may have increased suicidal thoughts when first starting a medicine to treat depression stay alert to changes in your mood or symptoms your family or caregivers should also watch for sudden changes in your behavior high doses or longterm use of lumateperone can cause a serious movement disorder that may not be reversible the longer you use lumateperone, the more likely you are to develop this disorder, especially if you are a woman or an older adult lumateperone may cause serious side effects call your doctor at once if you have feeling unsteady, feeling like you might pass out uncontrolled muscle movements in your face chewing, lip smacking, frowning, tongue movement, blinking or eye movement tightness in your neck or throat, trouble swallowing trouble breathing or speaking a seizure high blood sugarincreased thirst, increased urination, dry mouth, fruity breath odor low white blood cell countsfever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing or severe nervous system reactionvery stiff rigid muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out common side effects of lumateperone may include weight gain nausea  dizziness drowsiness or dry mouth",Bipolar Disorder,5.6
lurasidone,"hives  difficulty breathing swelling of your face, lips, tongue, or throat report any new or worsening symptoms to your doctor, such as mood or behavior changes, anxiety , panic attacks , trouble sleeping, or if you feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive mentally or physically, more depressed, or have thoughts about suicide or hurting yourself high doses or longterm use of lurasidone can cause a serious movement disorder that may not be reversible the longer you use lurasidone, the more likely you are to develop this disorder, especially if you are a woman or an older adult lurasidone may cause serious side effects call your doctor at once if you have any new or unusual muscle movements you cannot control a lightheaded feeling, like you might pass out a seizure convulsions in women irregular menstrual periods, breast or vaginal changes, nipple discharge in men breast swelling, impotence  trouble swallowing manic episodesracing thoughts, increased energy, decreased need for sleep, risktaking behavior, being agitated or talkative low white blood cell countsfever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing high blood sugarincreased thirst, increased urination, hunger, dry mouth, fruity breath odor or severe nervous system reactionvery stiff rigid muscles, high fever, sweating, confusion, fast or uneven heartbeats, tremors, feeling like you might pass out common side effects of lurasidone may include drowsiness weight gain tremors, muscle stiffness, slow muscle movement feeling restless or being unable to sit still nausea , vomiting  runny nose  or sleep problems  insomnia ",Bipolar Disorder,6.3
magnesium citrate,"hives  difficult breathing swelling of your face, lips, tongue, or throat magnesium citrate may cause serious side effects stop using magnesium citrate and call your doctor at once if you have no bowel movement within 6 hours after taking the medicine pain with bowel movements, rectal bleeding  watery diarrhea , nausea, vomiting, severe stomach pain painful or difficult urination flushing warmth, redness, or tingly feeling a lightheaded feeling, like you might pass out weak or shallow breathing, slow heartbeats or muscle weakness, increased thirst common side effects of magnesium citrate may include loose stools, diarrhea, stomach cramps upset stomach  dizziness  or increased sweating",Constipation,8.7
magnesium hydroxide,"hives  difficult breathing swelling of your face, lips, tongue, or throat magnesium hydroxide may cause serious side effects stop using magnesium hydroxide and call your doctor at once if you have severe nausea , vomiting , or diarrhea no bowel movement after using the medicine as a laxative rectal bleeding  or worsening symptoms common side effects of magnesium hydroxide may include diarrhea or a decreased sense of taste",Acne,8.3
magnesium oxide,"hives  difficult breathing swelling of your face, lips, tongue, or throat magnesium oxide may cause serious side effects stop using magnesium oxide and call your doctor at once if you have rectal bleeding  coughing up blood or vomit that looks like coffee grounds bloody or tarry stools or no bowel movement after using magnesium oxide as a laxative common side effects of magnesium oxide may include diarrhea  or upset stomach ",Constipation,8.4
magnesium salicylate,"sneezing, runny or stuffy nose wheezing or trouble breathing hives  swelling of your face, lips, tongue, or throat magnesium salicylate may cause serious side effects stop using magnesium salicylate and call your doctor at once if you have new symptoms such as redness or swelling ringing in your ears, hearing loss  a lightheaded feeling, like you might pass out new or worsening stomach pain or bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds less serious side effects may be more likely, and you may have none at all",Pain,9.3
maraviroc,"itching or rash, fever, swollen glands, muscle or joint aches, severe weakness, unusual bruising, upper stomach pain, vomiting, dark urine, or jaundice yellowing of the skin or eyes call your doctor at once if you have a side effect such as a lightheaded feeling, like you might pass out or chest pressure, tight feeling in your neck or jaw, sweating, pain spreading to your arm or shoulder maraviroc affects your immune system, which may cause certain side effects even weeks or months after youve taken this medicine tell your doctor if you have signs of a new infectionfever, night sweats , swollen glands, cold sores , cough, wheezing, diarrhea , weight loss  trouble speaking or swallowing, problems with balance or eye movement, weakness or prickly feeling or swelling in your neck or throat enlarged thyroid, menstrual changes, impotence  common side effects of maraviroc may include fever, cold symptoms , cough indigestion , gas, bloating , nausea , vomiting, diarrhea, constipation  rash dizziness  or in newborns abnormal blood tests",AIDS/HIV,7.3
mefenamic acid,"chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, feeling short of breath stop using mefenamic acid and seek medical treatment if you have a serious drug reaction that can affect many parts of your body symptoms may include skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, or yellowing of your skin or eyes mefenamic acid may cause serious side effects stop using mefenamic acid and call your doctor at once if you have shortness of breath even with mild exertion swelling or rapid weight gain nausea , diarrhea , flulike symptoms fever, swollen glands, muscle aches, severe weakness a skin rash, no matter how mild signs of stomach bleedingbloody or tarry stools, coughing up blood or vomit that looks like coffee grounds liver problemsloss of appetite, stomach pain upper right side, tiredness, itching, dark urine, claycolored stools, jaundice yellowing of the skin or eyes kidney problemslittle or no urination, swelling in your feet or ankles, feeling tired or short of breath o low red blood cells anemiapale skin, unusual tiredness, feeling lightheaded or short of breath, cold hands and feet common side effects of mefenamic acid may include heartburn , stomach pain, gas, nausea, vomiting  diarrhea, constipation  or dizziness ",Pain,3.3
meloxicam,"sneezing, runny or stuffy nose wheezing or trouble breathing hives swelling of your face, lips, tongue, or throat get emergency medical help if you have signs of a heart attack or stroke chest pain spreading to your jaw or shoulder, sudden numbness or weakness on one side of the body, slurred speech, feeling short of breath meloxicam may cause serious side effects stop using this medicine and call your doctor at once if you have the first sign of any skin rash, no matter how mild shortness of breath even with mild exertion swelling or rapid weight gain signs of stomach bleeding  bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds liver problems  nausea, upper stomach pain, itching, tired feeling, flulike symptoms, loss of appetite, dark urine, claycolored stools, jaundice yellowing of the skin or eyes kidney problems  little or no urinating, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath low red blood cells anemia  pale skin, feeling lightheaded or short of breath, rapid heart rate, trouble concentrating or severe skin reaction  fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads especially in the face or upper body and causes blistering and peeling common side effects of meloxicam may include upset stomach, nausea, vomiting, heartburn diarrhea, constipation, gas dizziness or cold or flu symptoms",Osteoarthritis,6.8
memantine,"hives  difficulty breathing swelling of your face, lips, tongue, or throat memantine may cause serious side effects call your doctor at once if you have severe headache , blurred vision, pounding in your neck or ears seizure convulsions or unusual changes in mood or behavior common side effects of memantine may include diarrhea  dizziness  or headache",Alzheimer's,4.5
menthol,"hives  difficult breathing swelling of your face, lips, tongue, or throat menthol topical may cause serious side effects stop using menthol topical and call your doctor at once if you have severe burning, stinging, redness, or irritation after using this medicine or pain, swelling, or blistering where the medicine was applied less serious side effects may be more likely, and you may have none at all",Pain,5.2
meperidine,"hives  difficult breathing swelling of your face, lips, tongue, or throat opioid medicine can slow or stop your breathing, and death may occur a person caring for you should seek emergency medical attention if you have slow breathing with long pauses, blue colored lips, or if you are hard to wake up meperidine may cause serious side effects stop using meperidine and call your doctor at once if you have slow heartbeats, weak or shallow breathing, breathing that stops during sleep severe drowsiness, feeling like you might pass out confusion, mood changes severe constipation  tremors, muscle movements you cannot control, or a seizure convulsions or low cortisol levels nausea , vomiting , loss of appetite, dizziness, worsening tiredness or weakness seek medical attention right away if you have symptoms of serotonin syndrome, such as agitation , hallucinations, fever, sweating, shivering, fast heart rate , muscle stiffness, twitching, loss of coordination, nausea, vomiting, or diarrhea  serious side effects may be more likely in older adults and those who are malnourished or debilitated longterm use of opioid medication may affect fertility ability to have children in men or women it is not known whether opioid effects on fertility are permanent common side effects of meperidine may include dizziness, drowsiness headache  nausea, vomiting or sweating",Pain,9.5
mepolizumab,"hives , rash wheezing, chest tightness, difficult breathing feeling like you might pass out swelling of your face, lips, tongue, or throat mepolizumab may cause serious side effects call your doctor at once if you have unusual pain or tiredness burning or tingling anywhere in your body or a red or blistering skin rash  common side effects of mepolizumab may include headache  feeling tired back pain  or pain, swelling, redness, burning, or itching where the medicine was injected",Asthma,7.1
meprobamate,"feelings of extreme happiness, feeling restless or excited thoughts about suicide or hurting yourself fast or pounding heartbeats a lightheaded feeling, like you might pass out swelling in your hands, ankles, or feet a red, itchy rash may be only in your groin area unusual bruising or sudden fever, chills, sore throat, weakness common side effects of meprobamate may include drowsiness, weakness problems with balance or muscle movement headache , dizziness bruising numbness or tingling blurred vision or nausea , vomiting , diarrhea ",Anxiety,8.5
